,name,name_ticker,lenticker,description
1385,Trimble,TRMB,4.0,"Trimble Inc. provides technology solutions that enable professionals and field mobile workers to enhance or transform their work processes worldwide. It operates through four segments: Buildings and Infrastructure, Geospatial, Resources and Utilities, and Transportation. The Buildings and Infrastructure segment offers field and office software for route selection and design; systems to guide and control construction equipment; systems to monitor, track, and manage assets, equipment, and workers; software to share and communicate data; program management solutions for construction owners; 3D conceptual design and modeling software; building information modeling software; integrated site layout and measurement systems; cost estimating, scheduling, and project controls solutions; and applications for sub-contractors and trades. The Geospatial segment provides surveying and geospatial products, and geographic information systems. The Resources and Utilities segment offers precision agriculture products and services, such as guidance and positioning systems, automated and variable-rate application and technology systems, and information management solutions. This segment also provides manual and automated navigation guidance for tractors and other farm equipment; solutions to automate application of pesticide and seeding; water solutions; and agricultural software. The Transportation segment offers solutions for long haul trucking and freight shipper markets; mobility solutions, including route management, safety and compliance, end-to-end vehicle management, video intelligence, and supply chain communications; and fleet and transportation management systems, analytics, routing, mapping, reporting, and predictive modeling solution under Trimble brand name. The company was formerly known as Trimble Navigation Limited and changed its name to Trimble Inc. in October 2016. Trimble Inc. was founded in 1978 and is headquartered in Sunnyvale, California."
1388,Trinity Industries,TRN,3.0,"Trinity Industries, Inc. provides rail transportation products and services in North America. It operates through three segments: Railcar Leasing and Management Services Group, Rail Products Group, and All Other. The Railcar Leasing and Management Services Group segment leases freight and tank railcars; originates and manages railcar leases for third-party investor-owned fund; and provides fleet maintenance and management services to industrial shippers. As of December 31, 2020, it had a fleet of 107,045 owned or leased railcars. This segment serves industrial shipper and railroad companies operating in agriculture, construction and metals, consumer products, energy, and refined products and chemicals markets. The Rail Products Group segment manufactures freight and tank railcars for transporting various liquids, gases, and dry cargo; and offers railcar maintenance and modification services. This segment serves railroads, leasing companies, and industrial shippers of products in the agriculture, construction and metals, consumer products, energy, and refined products and chemicals markets. The All Other segment manufactures guardrail, crash cushions, and other highway barriers. It sells or leases products and services through its own sales personnel and independent sales representatives. Trinity Industries, Inc. was incorporated in 1933 and is headquartered in Dallas, Texas."
1389,TriState Capital,TSC,3.0,"TriState Capital Holdings, Inc. operates as the bank holding company for TriState Capital Bank that provides various commercial and private banking services to middle-market businesses and high-net-worth individuals in the United States. It operates in two segments, Bank and Investment Management. The company's deposit products include checking accounts, money market deposit accounts, and certificates of deposit, as well as promontory's certificate of deposit account registry services and insured cash sweep services. It also provides loans that are secured by cash, marketable securities, cash value life insurance, residential property, or other financial assets, as well as commercial and industrial loans, commercial real estate loans, personal loans, asset-based loans, acquisition financing, and letters of credit. In addition, the company offers liquidity and treasury management services, such as online balance reporting, online bill payment, remote deposit, liquidity, wire and ACH, foreign exchange, and controlled disbursement services; and equity and fixed income advisory and sub-advisory services to third party mutual funds and series trust mutual funds, as well as separately managed accounts primarily comprising ultra-high-net-worth and institutional clients that include corporations, ERISA plans, Taft-Hartley funds, municipalities, endowments, and foundations. Further, it provides cash management services; and capital market services, which comprise interest rate swaps and investment management products, as well as engages in wholesaling and marketing the investment products and services. The company offers its products and services through its main office located in Pittsburgh, Pennsylvania, as well as through its four additional representative offices in Cleveland, Ohio; Philadelphia, Pennsylvania; Edison, New Jersey; and New York, New York. TriState Capital Holdings, Inc. was incorporated in 2006 and is headquartered in Pittsburgh, Pennsylvania."
1390,TriVascular,TRIV,4.0,
1392,Trubion Pharmaceuticals,REGN,4.0,"Regeneron Pharmaceuticals, Inc. discovers, invents, develops, manufactures, and commercializes medicines for treating various medical conditions worldwide. The company's products include EYLEA injection to treat wet age-related macular degeneration and diabetic macular edema; myopic choroidal neovascularization; and diabetic retinopathy, as well as macular edema following retinal vein occlusion, including macular edema following central retinal vein occlusion and macular edema following branch retinal vein occlusion. It also provides Dupixent injection to treat atopic dermatitis in adults, and asthma; Praluent injection for heterozygous familial hypercholesterolemia or clinical atherosclerotic cardiovascular disease in adults; and Kevzara solution for subcutaneous injection for treating rheumatoid arthritis in adults. In addition, the company offers Libtayo injection to treat metastatic or locally advanced cutaneous squamous cell carcinoma; ARCALYST injection for cryopyrin-associated periodic syndromes, including familial cold auto-inflammatory syndrome and muckle-wells syndrome; and ZALTRAP injection for intravenous infusion to treat metastatic colorectal cancer. Further, it offers Inmazeb injection for infection caused by Zaire ebolavirus; and develops product candidates for treating patients with eye, allergic and inflammatory, cancer, cardiovascular and metabolic, pain, infectious, and other diseases. The company has collaboration and license agreements with Sanofi; Bayer; Teva Pharmaceutical Industries Ltd.; Mitsubishi Tanabe Pharma Corporation; Alnylam Pharmaceuticals, Inc.; Roche Pharmaceuticals; and Kiniksa Pharmaceuticals, Ltd., as well as has an agreement with the U.S. Department of Health and Human Services. It has collaborations with Zai Lab Limited; Intellia Therapeutics, Inc.; Biomedical Advanced Research Development Authority; and AstraZeneca PLC. Regeneron Pharmaceuticals, Inc. was founded in 1988 and is headquartered in Tarrytown, New York."
1393,TRUECar,TRUE,4.0,"TrueCar, Inc. operates as an internet-based information, technology, and communication services company in the United States. It operates its platform on the TrueCar website and mobile applications. Its platform enables users to obtain market-based pricing data on new and used cars, and to connect with its network of TrueCar certified dealers. The company also offers forecast and consulting services regarding determination of the residual value of an automobile at given future points in time, which are used to underwrite automotive loans and leases, and by financial institutions to measure exposure and risk across loan, lease, and fleet portfolios. In addition, it provides accurate, geographically specific, and real-time pricing information for consumers and dealers; TrueCar Trade, which gives consumers information on the value of their trade-in vehicles and enables them to obtain a guaranteed trade-in price before setting foot in the dealership; DealerSync, a dealer website creation and management service and a software platform that assists dealers in managing, marketing, and growing their business; and DealerScience that provides dealers with advanced digital retailing software tools. Further, the company customizes and operates its platform for financial institutions, membership-based organizations, and large enterprises. The company was formerly known as Zag.com Inc. TrueCar, Inc. was incorporated in 2005 and is headquartered in Santa Monica, California."
1395,Trupanion,trup,4.0,"Trupanion, Inc., together with its subsidiaries, provides medical insurance for cats and dogs on monthly subscription basis in the United States, Canada, Puerto Rico, and Australia. The company operates through Subscription Business and Other Business segments. It serves pet owners and veterinarians. The company was formerly known as Vetinsurance International, Inc. changed its name to Trupanion, Inc. in 2013. Trupanion, Inc. was founded in 2000 and is headquartered in Seattle, Washington."
1396,Trxade Group,meds,4.0,"TRxADE HEALTH, Inc. operates as a health services IT company in the United States. The company focuses on digitalizing the retail pharmacy experience by optimizing drug procurement, prescription journey, and patient engagement. It operates the TRxADE drug procurement marketplace, which fosters price transparency and serves approximately 11,800 members; and offers patient centric telehealth services under the Bonum Health brand name. The company was formerly known as Trxade Group, Inc. and changed its name to TRxADE HEALTH, Inc. in June 2021. TRxADE HEALTH, Inc. is based in Land O' Lakes, Florida."
1397,TubeMogul,TUBE,4.0,
1398,Tuniu,TOUR,4.0,"Tuniu Corporation operates as an online leisure travel company in China. The company offers various packaged tours, including organized and self-guided tours; and other travel-related services, such as tourist attraction tickets, visa application services, accommodation reservation, financial services, and hotel booking services, as well as air, train, and bus ticketing for leisure travelers. It also provides car rental and insurance services, as well as advertising services to tourism boards and bureaus. The company offers its products and services through various online and offline channels comprising tuniu.com website; mobile platform; a call center in Nanjing; a regional call center in Suqian; and other offline retail stores in China. Tuniu Corporation was founded in 2006 and is headquartered in Nanjing, the People's Republic of China."
1399,Twitter,TWTR,4.0,"Twitter, Inc. operates as a platform for public self-expression and conversation in real time. The company offers Twitter, a platform that allows users to consume, create, distribute, and discover content. It also provides promoted products and services, such as promoted tweets, promoted accounts, and promoted trends, which enable its advertisers to promote their brands, products, and services. In addition, the company offers MoPub, a mobile-focused advertising exchange that combines ad serving, ad network mediation, and a real-time bidding exchange into one monetization platform; Twitter Audience platform, an advertising offering that enables advertisers to extend advertising campaigns; Developer and Enterprise solutions, a software-as-a-service platform that enables developers to build products on Twitter; and paid enterprise access for its public data streams. Twitter, Inc. was founded in 2006 and is headquartered in San Francisco, California."
1400,U.S. Auto Parts Network,PRTS,4.0,"CarParts.com, Inc., together with its subsidiaries, operates as an online provider of aftermarket auto parts and accessories in the United States and the Philippines. It offers replacement parts, such as parts for the exterior of an automobile; mirror products; engine and chassis components, as well as other mechanical and electrical parts; and performance parts and accessories to individual consumers through its network of e-commerce Websites and online marketplaces. The company also sells auto parts to collision repair shops; markets Kool-Vue products to auto parts wholesale distributors; and aftermarket catalytic converters under the Evan Fischer brand. Its flagship Websites include www.carparts.com, www.jcwhitney.com, www.autopartswarehouse.com and www.usautoparts.com. The company was formerly known as U.S. Auto Parts Network, Inc. and changed its name to CarParts.com, Inc. in July 2020. CarParts.com, Inc. was incorporated in 1995 and is based in Torrance, California."
1401,U.S. Silica,SLCA,4.0,"U.S. Silica Holdings, Inc. produces and sells commercial silica in the United States. It operates through two segments, Oil & Gas Proppants and Industrial & Specialty Products. The company offers whole grain commercial silica products to be used as fracturing sand in connection with oil and natural gas recovery, as well as sells its whole grain silica products in various size distributions, grain shapes, and chemical purity levels for manufacturing glass products. It also provides various grades of whole grain round silica to the foundry industry; ground silica and industrial minerals products for various products; and engineered performance materials made from diatomaceous earth (DE), clay, and perlite. In addition, the company offers transportation, equipment rental, and contract labor services. It serves oilfield services companies, and exploration and production companies that are engaged in hydraulic fracturing; and industrial and specialty products end markets. The company was formerly known as GGC USS Holdings, Inc. U.S. Silica Holdings, Inc. was incorporated in 2008 and is headquartered in Katy, Texas."
1402,uBid Holdings,QMKR,4.0,
1403,Ubiquiti Networks,UI,2.0,"Ubiquiti Inc. develops networking technology for service providers, enterprises, and consumers. It develops technology platforms for high-capacity distributed Internet access, unified information technology, and consumer electronics for professional, home, and personal use. Its service provider product platforms offer carrier-class network infrastructure for fixed wireless broadband, wireless backhaul systems, and routing; and enterprise product platforms provide wireless LAN infrastructure, video surveillance products, switching and routing solutions, security gateways, and other WLAN products, as well as consumer products under the Ubiquiti Labs brand name. The company also provides technology platforms, such as airMAX, which include proprietary protocols that contain technologies for minimizing signal noise; EdgeMAX, a software and system routing platform; airFiber, a point-to-point radio system; and UFiber GPON, a plug and play fiber network technology to build high speed fiber internet networks. In addition, it offers UniFi -Enterprise WLAN, an enterprise Wi-Fi system that allows for on-site and remote management through the cloud; UniFi Protect, a video surveillance system, which provides statistical reporting and advanced analytics; UniFi Switch that deliver performance, switching, and power of Ethernet support for enterprise networks; UniFi Console, an enterprise class router and security gateway device; and UniFi Access, a door access system. Further, offers base stations, radios, backhaul equipment, and customer premise equipment; embedded radio products; antennas; and mounting brackets, cables, and power over Ethernet adapters. It serves customers through a network of approximately 100 distributors, online retailers, and direct to customers worldwide. The company was formerly known as Ubiquiti Networks, Inc. and changed its name to Ubiquiti Inc. in August 2019. Ubiquiti Inc. was incorporated in 2003 and is headquartered in New York, New York."
1404,Ulta Beauty,ULTA,4.0,"Ulta Beauty, Inc. operates as a retailer of beauty products in the United States. The company's stores offer cosmetics, fragrances, skincare and haircare products, bath and body products, and salon styling tools; professional hair products; salon services, including hair, skin, makeup, and brow services; and others, including nail products and accessories. It also provides its private label products, such as the Ulta Beauty Collection branded cosmetics, skincare, and bath products, as well as Ulta Beauty branded products; and the Ulta Beauty branded gifts. As of January 30, 2021, the company operated 1,264 retail stores across 50 states. It also distributes its products through its Website, ulta.com; and mobile applications. The company was formerly known as Ulta Salon, Cosmetics & Fragrance, Inc. and changed its name to Ulta Beauty, Inc. in January 2017. Ulta Beauty, Inc. was founded in 1990 and is based in Bolingbrook, Illinois."
1406,Ultragenyx Pharmaceutical,RARE,4.0,"Ultragenyx Pharmaceutical Inc., a biopharmaceutical company, focuses on the identification, acquisition, development, and commercialization of novel products for the treatment of rare and ultra-rare genetic diseases in the United States. Its biologic products include Crysvita (burosumab), an antibody targeting fibroblast growth factor 23 for the treatment of X-linked hypophosphatemia, as well as tumor-induced osteomalacia; Mepsevii, an enzyme replacement therapy for the treatment of children and adults with Mucopolysaccharidosis VII; and Dojolvi for treating long-chain fatty acid oxidation disorders. The company is also developing DTX401, an adeno-associated virus 8 (AAV8) gene therapy clinical candidate for the treatment of patients with glycogen storage disease type Ia; DTX301, an AAV8 gene therapy product candidate for the treatment of patients with ornithine transcarbamylase; UX143, a human monoclonal antibody for the treatment of osteogenesis imperfecta; GTX-102, an antisense oligonucleotide for the treatment of Angelman syndrome; UX701, for the treatment of Wilson disease; and UX053 for the treatment of glycogen storage disease type III. Ultragenyx Pharmaceutical Inc. has collaboration and license agreement with Kyowa Kirin Co., Ltd.; Saint Louis University; Baylor Research Institute; REGENXBIO Inc.; Bayer; GeneTx; Mereo; University of Pennsylvania; Arcturus Therapeutics Holdings Inc., Solid Biosciences Inc.; and Daiichi Sankyo Co., Ltd. Ultragenyx Pharmaceutical Inc. was incorporated in 2010 and is headquartered in Novato, California."
1407,Ultralife,ULBI,4.0,"Ultralife Corporation, together with its subsidiaries, designs, manufactures, installs, and maintains power, and communication and electronics systems worldwide. The company serves government, defense, and commercial sectors. The company operates in two segments, Battery & Energy Products and Communications Systems. The Battery & Energy Products segment offers lithium 9-volt, cylindrical, thin lithium manganese dioxide, rechargeable, and other non-rechargeable batteries; lithium-ion cells, multi-kilowatt module lithium ion battery systems, and uninterruptable power supplies; and rugged military and commercial battery charging systems and accessories, including smart chargers, multi-bay charging systems, and various cables. The Communications Systems segment provides communications systems and accessories to support military communications systems, such as radio frequency amplifiers, power supplies and cables, connector assemblies, amplified speakers, equipment mounts, case equipment, man-portable systems, and integrated communication systems for fixed or vehicle applications comprising vehicle adapters, vehicle installed power enhanced rifleman appliqu̩ systems, and SATCOM systems. This segment's military communications systems and accessories are designed to enhance and extend the operation of communications equipment, such as vehicle-mounted, manpack, and handheld transceivers. It sells its products under the Ultralife, Lithium Power, McDowell Research, AMTI, ABLE, ACCUTRONICS, ACCUPRO, ENTELLION, SWE Southwest Electronic Energy Group, SWE DRILL-DATA, and SWE SEASAFE brands through original equipment manufacturers, and industrial and defense supply distributors, as well as directly to the United States and international defense departments. In addition, the company sells its 9-volt battery to the broader consumer market through national and regional retail chains and online retailers. The company was founded in 1990 and is headquartered in Newark, New York."
1408,ULURU,ulur,4.0,"ULURU Inc., a specialty medical technology company, researches, develops, and commercializes a range of wound care and muco-adhesive film products based on its patented Nanoflex and OraDisc technologies in the United States and internationally. The company provides Altrazeal, a transforming powder dressing that is used for the treatment of various wounds, such as partial thickness burns, donor sites, and surgical and traumatic wounds, as well as chronic wounds, including diabetic foot, venous leg, and pressure ulcers. Its products also include Aphthasol paste for the treatment of canker sores; OraDisc A for canker sores; and OraDisc B, which is used for the treatment and management of oral pain. ULURU Inc. and is headquartered in Addison, Texas."
1409,Uni-Pixel,UNXLQ,5.0,"Uni-Pixel, Inc. designs, develops, manufactures, and markets micro-structured polymer film materials and related technologies for the display, flexible electronics, and automotive industries in the United States. The company markets its touch screen films as sub-components of a touch sensor module under the XTouch brand; and hard coat resin and optical films under the Diamond Guard brand. Uni-Pixel, Inc. was founded in 1998 and is headquartered in Santa Clara, California. On February 21, 2018, the voluntary petition of Uni-Pixel, Inc. for reorganization under Chapter 11 was converted to Chapter 7. It had filed for Chapter 11 bankruptcy on August 30, 2017."
1411,UniQure,qure,4.0,"uniQure N.V., a gene therapy company, engages in the development of treatments for patients suffering from genetic and other devastating diseases. Its lead program is Etranacogene dezaparvovec (AMT-061), which is in Phase III HOPE-B pivotal trial for the treatment of hemophilia B. The company also engages in developing AMT-130, a gene therapy that is in Phase I/II clinical study for the treatment of Huntington's disease; AMT-060, which is in Phase I/II clinical trial for the treatment of hemophilia B; AMT-180 for the treatment of hemophilia A; AMT-190, an IV-administered adeno-associated virus (AAV) 5-based gene therapy for the treatment of Fabry disease; and AMT-150, a one-time, intrathecally-administered, AAV gene therapy for treating spinocerebellar ataxia type 3. The company has collaboration and license agreements with Bristol Myers-Squibb Company; Gen-X; and Synpromics Limited. uniQure N.V. was founded in 1998 and is headquartered in Amsterdam, the Netherlands."
1412,UnitedHealthcare,UNH,3.0,"UnitedHealth Group Incorporated operates as a diversified health care company in the United States. It operates through four segments: UnitedHealthcare, OptumHealth, OptumInsight, and OptumRx. The UnitedHealthcare segment offers consumer-oriented health benefit plans and services for national employers, public sector employers, mid-sized employers, small businesses, and individuals; health and well-being services to individuals age 50 and older, addressing their needs for preventive and acute health care services, as well as services dealing with chronic disease and other specialized issues for older individuals; Medicaid plans, children's health insurance program, and health care programs; medical and dental benefits; and hospital and clinical services. The OptumHealth segment provides access to networks of care provider specialists, health management services, care delivery, consumer engagement, and financial services. This segment serves individuals directly through care delivery systems, employers, payers, and government entities. The OptumInsight segment offers software and information products, advisory consulting arrangements, and managed services outsourcing contracts to hospital systems, physicians, health plans, governments, life sciences companies, and other organizations. The OptumRx segment provides pharmacy care services and programs, including retail network contracting, home delivery, specialty and compounding pharmacy, and purchasing and clinical, as well as develops programs in areas, such as step therapy, formulary management, drug adherence, and disease/drug therapy management. UnitedHealth Group Incorporated has partnership with the University of California, San Francisco to expand the mental health workforce in California. UnitedHealth Group Incorporated was incorporated in 1977 and is based in Minnetonka, Minnesota."
1413,UQM Technologies,UQM,3.0,
1414,UrtheCast,UR.TO,5.0,
1415,USA Technologies,usat,4.0,
1416,UTStarcom,utsi,4.0,"UTStarcom Holdings Corp. operates as a telecom infrastructure provider to develop technology for bandwidth from cloud-based services, mobile, streaming, and other applications in China, India, Japan, Taiwan, and internationally. The company's products include packet transport network, packet aggregation network, multi-services access network, fiber to the X, carrier Wi-Fi solutions, and software defined network controller products, as well as smart retail products. It serves telecommunications and cable service providers. The company was founded in 1991 and is based in Hangzhou, the People's Republic of China."
1418,Valera Pharmaceuticals,VRCA,4.0,"Verrica Pharmaceuticals Inc., a dermatology therapeutics company, develops and commercializes treatments for people with skin diseases in the United States. The company's lead product candidate includes VP-102 for the treatment of molluscum contagiosum; which has completed phase II clinical trial for treating common warts; and that is in phase II clinical trial for the treatment of external genital warts. It is also developing cantharidin-based product candidate, VP-103 for treating plantar warts. The company has a license and collaboration agreement with Torii Pharmaceutical Co., Ltd. for the development and commercialization of its product candidates for the treatment of molluscum contagiosum and common warts in Japan, including VP-102; and a license agreement with Lytix Biopharma AS to develop and commercialize LTX-315 for dermatological oncology indications. Verrica Pharmaceuticals Inc. was incorporated in 2013 and is headquartered in West Chester, Pennsylvania."
1419,ValiRX,val.l,5.0,"ValiRx plc, a biopharmaceutical company, engages in the development of oncology therapeutics and companion diagnostics in the United Kingdom. The company's lead drug candidates include VAL201, a small molecule that has completed Phase I/II trials for the treatment of prostate cancer and other hormone associated solid tumours comprising breast and ovarian cancer; VAL301, a peptide ingredient that in pre-clinical development for the treatment of women with endometriosis; and VAL401, a reformulation of anti-psychotic drug risperidone, which has completed Phase II clinical trial for the treatment of non-small cell lung cancer. Its drug candidates also comprise BC201, a combination of the peptide ingredient of VAL201/VAL301 with complementary active components for the treatment for patients suffering severe symptoms of Covid-19. ValiRx plc has collaboration agreement with Oncolytika Limited and Black Cat Bio Limited to develop and evaluate VAL201 for patients suffering a hyperimmune response to Coronavirus SARS-CoV2 infection. ValiRx plc was incorporated in 2000 and is based in Hatfield, the United Kingdom."
1421,VanceInfo Technologies,VIT,3.0,
1422,Vanda Pharmaceuticals,vnda,4.0,"Vanda Pharmaceuticals Inc., a biopharmaceutical company, focuses on the development and commercialization of therapies to address high unmet medical needs. The company's marketed products include HETLIOZ for the treatment of non-24-hour sleep-wake disorders; and Fanapt oral tablets for the treatment of schizophrenia. Its products under development include HETLIOZ (tasimelteon) for the treatment of jet lag disorder, smith-magenis syndrome, pediatric Non-24, autism spectrum, and delayed sleep phase disorder; Fanapt (iloperidone) for the treatment of bipolar disorder and a long acting injectable formulation program for the treatment of schizophrenia; and Tradipitant (VLY-686), a small molecule neurokinin-1 receptor (NK-1R) antagonist, for the treatment of atopic dermatitis, gastroparesis, and motion sickness. The company's products under development also comprise VTR-297, a small molecule histone deacetylase inhibitor for the treatment of hematologic malignancies and with potential use as a treatment for various oncology indications; VQW-765, a small molecule nicotinic acetylcholine receptor partial agonist for the treatment of psychiatric disorders; and a portfolio of cystic fibrosis transmembrane conductance regulator activators and inhibitors for the treatment of dry eye and ocular inflammation, as well as BPO-27 for the treatment of secretory diarrhea disorders, including cholera. It markets its products in the United States, Europe, and Israel. Vanda Pharmaceuticals Inc. was incorporated in 2002 and is headquartered in Washington, the District of Columbia."
1423,Varonis Systems,VRNS,4.0,"Varonis Systems, Inc. provides software products and services that allow enterprises to manage, analyze, and secure enterprise data in North America, Europe, the Middle East, Africa, and internationally. Its software enables enterprises to protect data stored on premises and in the cloud, including sensitive files and emails; confidential personal data belonging to customers, and patients and employees' data; financial records; strategic and product plans; and other intellectual property. The company offers DatAdvantage that captures, aggregates, normalizes, and analyzes every data access event for users on Windows and UNIX/Linux servers, storage devices, email systems, and Intranet servers; and DatAlert that profiles users and their behaviors related to systems and data, detects and alerts on deviations that indicate compromise, and provides a Web-based dashboard and investigative interface. It also provides Data Classification Engine that identifies and tags data based on criteria set in various metadata dimensions, and provides business and information technology (IT) personnel with actionable intelligence about data; and DataPrivilege, which provides a self-service Web portal that allows users to request access to data necessary for their business functions, and owners to grant access without IT intervention. In addition, the company offers Data Transport Engine, which provides an execution engine that unifies the manipulation of data and metadata, translating business decisions, and instructions into technical commands, such as data migration or archiving; and DatAnswers that offers search functionality for enterprise data. It sells its products and services through a network of distributors and resellers. The company serves IT, security, and business personnel. Varonis Systems, Inc. was incorporated in 2004 and is headquartered in New York, New York."
1424,VBI Vaccines,VBIV,4.0,"VBI Vaccines Inc., a biopharmaceutical company, develops and sells vaccines for the treatment of infectious diseases and immuno-oncology. The company offers Sci-B-Vac, a prophylactic hepatitis B (HBV) vaccine. It also engages in the development of VBI-2601 (BRII-179), an immunotherapeutic candidate for the treatment of chronic HBV infection. The company's enveloped virus-like particle (eVLP) platform technology allows for the development of eVLP vaccines that mimic the presentation of viruses to elicit a human immune system. Its lead eVLP program candidates include VBI-1901, a glioblastoma vaccine immunotherapeutic candidate, which is in Phase I/IIa clinical study; and VBI-1501, a prophylactic cytomegalovirus vaccine candidate that has completed Phase I clinical trial. The company also develops coronavirus vaccine candidates, such as VBI-2902 and VBI-2901. In addition, it engages in the development of vaccine platforms and products for licensing to pharmaceutical companies and biotechnology companies. The company primarily serves physicians and pharmacists through direct sales. It has collaboration and license agreements with Brii Biosciences Limited; and GlaxoSmithKline Biologicals S.A. The company also has a collaboration with the National Research Council of Canada to develop pan-coronavirus vaccine candidate targeting COVID-19, severe acute respiratory syndrome, and Middle East respiratory syndrome. VBI Vaccines Inc. has collaboration with Coalition For Epidemic Preparedness Innovations to advance vaccine candidates against Covid-19 variants. The company was formerly known as SciVac Therapeutics Inc. and changed its name to VBI Vaccines Inc. in May 2016. VBI Vaccines Inc. is headquartered in Cambridge, Massachusetts."
1426,Veeco Instruments,VECO,4.0,"Veeco Instruments Inc., together with its subsidiaries, develops, manufactures, sells, and supports semiconductor and thin film process equipment primarily to make electronic devices worldwide. The company offers laser annealing, ion beam deposition and etch, metal organic chemical vapor deposition, single wafer wet processing and surface preparation, molecular beam epitaxy, and atomic layer deposition and other deposition systems, as well as packaging lithography equipment. Its process equipment systems are used in the production of a range of microelectronic components, including logic, dynamic random-access memory, photonics devices, power electronics, radio frequency filters and amplifiers, thin film magnetic heads, and other semiconductor devices. The company markets and sells its products to integrated device manufacturers and foundries; outsourced semiconductor assembly and test, hard disk drive, and photonics manufacturers; and research centers and universities. Veeco Instruments Inc. was founded in 1945 and is headquartered in Plainview, New York."
1427,Veeva,VEEV,4.0,"Veeva Systems Inc. provides cloud-based software for the life sciences industry in North America, Europe, the Asia Pacific, the Middle East, Africa, and Latin America. The company offers Veeva Commercial Cloud, a suite of software, data, and analytics solutions, which include Veeva customer relationship management (CRM) and Veeva Medical CRM, Veeva CLM, Veeva CRM Approved Email, Veeva CRM Engage, Veeva Align, Veeva CRM Events Management, Veeva Nitro, Veeva Andi, Veeva OpenData, Veeva Link, Veeva Network Customer Master, Veeva Crossix, Veeva Data Cloud, and MyVeeva for Doctors; and Veeva Vault, a cloud-based enterprise content and data management applications for managing commercial functions, including sales and marketing, and medical content and communications, as well as research and development functions, such as clinical, regulatory, quality, and safety. It also provides professional and support services in the areas of implementation and deployment planning and project management; requirements analysis, solution design, and configuration; systems environment management and deployment services; services focused on advancing or transforming business and operating processes related to Veeva solutions; technical consulting services related to data migration and systems integrations; training on its solutions; and ongoing managed services that include outsourced systems administration. The company was formerly known as Verticals onDemand, Inc. and changed its name to Veeva Systems Inc. in April 2009. Veeva Systems Inc. was incorporated in 2007 and is headquartered in Pleasanton, California."
1429,VentriPoint Diagnostics,VPT.V,5.0,"Ventripoint Diagnostics Ltd., a medical device company, develops and commercializes diagnostic tools that monitor patients with heart disease worldwide. The company offers Ventripoint Medical System, a medical imaging system that is used to generate three-dimensional models with critical volume and functional measurements of a patient's heart chambers. It also develops a suite of applications for various heart diseases and imaging modalities, including congenital heart disease, pulmonary hypertension, cardiotoxicity in oncology patients, and Covid-19 related heart issues. The company was incorporated in 2004 and is headquartered in Toronto, Canada."
1430,Ventrus Biosciences,VTYX,4.0,"Ventyx Biosciences, Inc., a clinical-stage biopharmaceutical company, develops small molecule product candidates for inflammatory diseases and autoimmune disorders. The company's lead product candidate is VTX958, a tyrosine kinase type 2 inhibitor that is in phase I clinical trials for the treatment of immune-mediated diseases, such as psoriasis, inflammatory bowel disease, psoriatic arthritis, and lupus. It also develops VTX002, an oral sphingosine 1 phosphate receptor 1 modulator that has completed phase I clinical trials for the treatment of ulcerative colitis; and VTX2735, a peripheral-targeted NOD-like receptor protein 3 (NLRP3) inflammasome inhibitor for the treatment of systemic inflammatory diseases, such as cardiovascular, hepatic, renal, and rheumatologic diseases. In addition, the company develops CNS-penetrant NLRP3 inhibitors. Ventyx Biosciences, Inc. was incorporated in 2018 and is based in Encinitas, California."
1431,Veracyte,VCYT,4.0,"Veracyte, Inc. operates as a genomic diagnostics company in the United States and internationally. The company offers Afirma Genomic Sequencing Classifier and Xpression Atlas, which are used to identify patients with benign thyroid nodules among those with indeterminate cytopathology results in order to rule out unnecessary thyroid surgery; Percepta Genomic Sequencing Classifier for lung cancer diagnosis; Envisia Genomic Classifier that help physicians to differentiate idiopathic pulmonary fibrosis from other interstitial lung diseases without the need for surgery; and Prosigna Breast Cancer Prognostic Gene Signature Assay test that informs next steps for patients with early-stage breast cancer, as well as provides cancer subtype classification information. It is also developing nasal swab test for early lung cancer detection; Percepta Genomic Atlas for genomic profiling information on small samples of the tumor biopsy; Envisia Classifier, the nCounter analysis system; and LymphMark for lymphoma subtyping test. Veracyte, Inc. has biopharmaceutical collaborations with Johnson & Johnson; Acerta Pharma; Loxo Oncology, Inc.; and Bayer AG. The company was formerly known as Calderome, Inc. and changed its name to Veracyte, Inc. in March 2008. Veracyte, Inc. was incorporated in 2006 and is headquartered in South San Francisco, California."
1432,Verastem,VSTM,4.0,"Verastem, Inc., a development-stage biopharmaceutical company, focusing on developing and commercializing medicines to enhance the life of cancer patients. Its product in development include VS-6766, a dual rapidly accelerated fibrosarcoma (RAF)/mitogen-activated protein kinase (MEK) inhibitor that blocks MEK kinase activity and the ability of RAF to phosphorylate MEK. The company also engages in developing RAMP 201, an adaptive two-part multicenter open label trial to evaluate the efficacy and safety of VS-6766 and in combination with defactinib, an oral small molecule inhibitor of focal adhesion kinase (FAK) in patients with recurrent low grade serous ovarian cancer; and RAMP 202, which is in Phase 2 trial to evaluate the safety of VS-6766 in combination with defactinib in patients with KRAS mutant non-small cell lung cancer following treatment with a platinum-based regimen and immune checkpoint inhibitor. Verastem, Inc. has license agreements with Chugai Pharmaceutical Co., Ltd. for the development, commercialization, and manufacture of products containing VS-6766; and Pfizer Inc. to research, develop, manufacture, and commercialize products containing Pfizer's inhibitors of FAK for therapeutic, diagnostic and prophylactic uses in humans. The company was incorporated in 2010 and is headquartered in Needham, Massachusetts."
